ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000110700	NX_P62277	RPS13	ENSG00000110700.6	protein_coding	11	17074389	17077787	protein	PE1	0	-	0
ENSG00000110711	NX_O00170	AIP	ENSG00000110711.9	protein_coding	11	67483041	67491103	protein	PE1	0	+	0
ENSG00000110713	NX_P52948	NUP98	ENSG00000110713.15	protein_coding	11	3671083	3797792	protein	PE1	0	-	0
ENSG00000110717	NX_O00217	NDUFS8	ENSG00000110717.12	protein_coding	11	68030617	68036644	protein	PE1	0	+	0
ENSG00000110719	NX_Q13488	TCIRG1	ENSG00000110719.9	protein_coding	11	68039016	68050895	protein	PE1	0	+	0
ENSG00000110721	NX_P35790	CHKA	ENSG00000110721.11	protein_coding	11	68052859	68121444	protein	PE1	0	-	0
ENSG00000110723	NX_Q8NEV8	EXPH5	ENSG00000110723.11	protein_coding	11	108505431	108593738	protein	PE1	0	-	0
ENSG00000110756	NX_Q9UPZ3	HPS5	ENSG00000110756.17	protein_coding	11	18278668	18322198	protein	PE1	0	-	0
ENSG00000110768	NX_P32780	GTF2H1	ENSG00000110768.11	protein_coding	11	18322295	18367044	protein	PE1	0	+	0
ENSG00000110777	NX_Q16633	POU2AF1	ENSG00000110777.11	protein_coding	11	111352252	111455630	protein	PE1	0	-	0
ENSG00000110786	NX_P54829	PTPN5	ENSG00000110786.17	protein_coding	11	18727928	18792721	protein	PE1	0	-	0
ENSG00000110799	NX_P04275	VWF	ENSG00000110799.13	protein_coding	12	5948874	6124770	protein	PE1	0	-	0
ENSG00000110801	NX_O00233	PSMD9	ENSG00000110801.13	protein_coding	12	121888731	121918297	protein	PE1	0	+	0
ENSG00000110811	NX_Q8IVL6	P3H3	ENSG00000110811.19	protein_coding	12	6828410	6839851	protein	PE1	0	+	0
ENSG00000110841	NX_Q86W92	PPFIBP1	ENSG00000110841.13	protein_coding	12	27523431	27695564	protein	PE1	0	+	0
ENSG00000110844	NX_Q6NWY9	PRPF40B	ENSG00000110844.13	protein_coding	12	49568218	49644666	protein	PE1	0	+	0
ENSG00000110848	NX_Q07108	CD69	ENSG00000110848.8	protein_coding	12	9752486	9760901	protein	PE1	0	-	0
ENSG00000110851	NX_Q9UKN5	PRDM4	ENSG00000110851.11	protein_coding	12	107732866	107761272	protein	PE1	0	-	0
ENSG00000110852	NX_Q92478	CLEC2B	ENSG00000110852.4	protein_coding	12	9852984	9870136	protein	PE1	0	-	0
ENSG00000110871	NX_Q5HYK3	COQ5	ENSG00000110871.14	protein_coding	12	120503274	120534434	protein	PE1	0	-	0
ENSG00000110876	NX_Q14242	SELPLG	ENSG00000110876.9	protein_coding	12	108622277	108633959	protein	PE1	0	-	0
ENSG00000110880	NX_Q9ULV4	CORO1C	ENSG00000110880.10	protein_coding	12	108645109	108731596	protein	PE1	0	-	0
ENSG00000110881	NX_P78348	ASIC1	ENSG00000110881.11	protein_coding	12	50057548	50083611	protein	PE1	0	+	0
ENSG00000110887	NX_P14920	DAO	ENSG00000110887.7	protein_coding	12	108858932	108901043	protein	PE1	0	+	0
ENSG00000110888	NX_Q6IMN6	CAPRIN2	ENSG00000110888.17	protein_coding	12	30709552	30754951	protein	PE1	0	-	0
ENSG00000110900	NX_A1L157	TSPAN11	ENSG00000110900.14	protein_coding	12	30926428	30996599	transcript	PE2	1	+	0
ENSG00000110906	NX_Q9H3F6	KCTD10	ENSG00000110906.12	protein_coding	12	109448656	109477544	protein	PE1	0	-	0
ENSG00000110911	NX_P49281	SLC11A2	ENSG00000110911.15	protein_coding	12	50979401	51028566	protein	PE1	0	-	0
ENSG00000110917	NX_Q14165	MLEC	ENSG00000110917.7	protein_coding	12	120686869	120701864	protein	PE1	0	+	0
ENSG00000110921	NX_Q03426	MVK	ENSG00000110921.13	protein_coding	12	109573255	109598117	protein	PE1	0	+	0
ENSG00000110925	NX_Q9H175	CSRNP2	ENSG00000110925.6	protein_coding	12	51061205	51083664	protein	PE1	0	-	0
ENSG00000110931	NX_Q96RR4	CAMKK2	ENSG00000110931.18	protein_coding	12	121237691	121298308	protein	PE1	0	-	0
ENSG00000110934	NX_Q9UBW5	BIN2	ENSG00000110934.10	protein_coding	12	51281038	51324668	protein	PE1	0	-	0
ENSG00000110944	NX_Q9NPF7	IL23A	ENSG00000110944.8	protein_coding	12	56334174	56340410	protein	PE1	0	+	0
ENSG00000110955	NX_P06576	ATP5F1B	ENSG00000110955.8	protein_coding	12	56638175	56646068	protein	PE1	0	-	0
ENSG00000110958	NX_Q15185	PTGES3	ENSG00000110958.15	protein_coding	12	56663341	56688408	protein	PE1	0	-	0
ENSG00000110975	NX_Q6XYQ8	SYT10	ENSG00000110975.8	protein_coding	12	33374238	33439819	protein	PE1	0	-	0
ENSG00000110987	NX_Q4VC05	BCL7A	ENSG00000110987.8	protein_coding	12	122019422	122062044	protein	PE1	0	+	0
ENSG00000111011	NX_Q7L4I2	RSRC2	ENSG00000111011.17	protein_coding	12	122503458	122527000	protein	PE1	0	-	0
ENSG00000111012	NX_O15528	CYP27B1	ENSG00000111012.9	protein_coding	12	57762334	57768986	protein	PE1	0	-	0
ENSG00000111046	NX_P23409	MYF6	ENSG00000111046.3	protein_coding	12	80707498	80709474	protein	PE1	0	+	0
ENSG00000111049	NX_P13349	MYF5	ENSG00000111049.3	protein_coding	12	80716912	80719673	protein	PE1	0	+	0
ENSG00000111052	NX_O14910	LIN7A	ENSG00000111052.7	protein_coding	12	80792520	80937925	protein	PE1	0	-	0
ENSG00000111057	NX_P05783	KRT18	ENSG00000111057.10	protein_coding	12	52948871	52952901	protein	PE1	0	+	0
ENSG00000111058	NX_Q9H6R3	ACSS3	ENSG00000111058.7	protein_coding	12	80936414	81261205	protein	PE1	0	+	0
ENSG00000111077	NX_Q63HR2	TNS2	ENSG00000111077.17	protein_coding	12	53046969	53064372	protein	PE1	0	+	0
ENSG00000111087	NX_P08151	GLI1	ENSG00000111087.9	protein_coding	12	57460135	57472262	protein	PE1	0	+	0
ENSG00000111110	NX_Q9ULR3	PPM1H	ENSG00000111110.11	protein_coding	12	62643982	62935037	protein	PE1	0	-	0
ENSG00000111142	NX_P50579	METAP2	ENSG00000111142.13	protein_coding	12	95473520	95515839	protein	PE1	0	+	0
ENSG00000111144	NX_P09960	LTA4H	ENSG00000111144.9	protein_coding	12	96000828	96043520	protein	PE1	0	-	0
ENSG00000111145	NX_P41970	ELK3	ENSG00000111145.7	protein_coding	12	96194382	96269835	protein	PE1	0	+	0
ENSG00000111181	NX_P48065	SLC6A12	ENSG00000111181.12	protein_coding	12	190077	214570	protein	PE1	0	-	0
ENSG00000111186	NX_Q9H1J7	WNT5B	ENSG00000111186.12	protein_coding	12	1529891	1647243	protein	PE1	0	+	0
ENSG00000111196	NX_Q96A72	MAGOHB	ENSG00000111196.9	protein_coding	12	10604190	10613623	protein	PE1	0	-	0
ENSG00000111199	NX_Q9HBA0	TRPV4	ENSG00000111199.10	protein_coding	12	109783085	109833401	protein	PE1	0	-	0
ENSG00000111203	NX_Q969R8	ITFG2	ENSG00000111203.12	protein_coding	12	2812622	2859791	protein	PE1	0	+	0
ENSG00000111206	NX_Q08050	FOXM1	ENSG00000111206.12	protein_coding	12	2857681	2877155	protein	PE1	0	-	0
ENSG00000111215	NX_Q16378	PRR4	ENSG00000111215.12	protein_coding	12	10845849	10849475	protein	PE1	0	-	0
ENSG00000111218	NX_Q9NR22	PRMT8	ENSG00000111218.11	protein_coding	12	3381349	3593973	protein	PE1	0	+	0
ENSG00000111224	NX_Q9NR21	PARP11	ENSG00000111224.13	protein_coding	12	3791047	3873448	protein	PE1	0	-	0
ENSG00000111229	NX_O15145	ARPC3	ENSG00000111229.15	protein_coding	12	110434825	110450422	protein	PE1	0	-	0
ENSG00000111231	NX_Q9UHW5	GPN3	ENSG00000111231.8	protein_coding	12	110452484	110469268	protein	PE1	0	-	0
ENSG00000111237	NX_Q9UBQ0	VPS29	ENSG00000111237.18	protein_coding	12	110491097	110502117	protein	PE1	0	-	0
ENSG00000111241	NX_P10767	FGF6	ENSG00000111241.2	protein_coding	12	4428155	4445614	protein	PE1	0	-	0
ENSG00000111245	NX_P10916	MYL2	ENSG00000111245.14	protein_coding	12	110910819	110920722	protein	PE1	0	-	0
ENSG00000111247	NX_Q96B01	RAD51AP1	ENSG00000111247.14	protein_coding	12	4538798	4560048	protein	PE1	0	+	0
ENSG00000111249	NX_O14529	CUX2	ENSG00000111249.13	protein_coding	12	111034024	111350554	protein	PE1	0	+	0
ENSG00000111252	NX_Q9UQQ2	SH2B3	ENSG00000111252.10	protein_coding	12	111405948	111451623	protein	PE1	0	+	0
ENSG00000111254	NX_O75969	AKAP3	ENSG00000111254.7	protein_coding	12	4615508	4649047	protein	PE1	0	-	0
ENSG00000111261	NX_Q9H8J5	MANSC1	ENSG00000111261.13	protein_coding	12	12326056	12350541	protein	PE1	0	-	1
ENSG00000111262	NX_Q09470	KCNA1	ENSG00000111262.5	protein_coding	12	4909893	4918256	protein	PE1	0	+	0
ENSG00000111266	NX_Q9BY84	DUSP16	ENSG00000111266.8	protein_coding	12	12474210	12562383	protein	PE1	0	-	0
ENSG00000111269	NX_O60519	CREBL2	ENSG00000111269.2	protein_coding	12	12611827	12645108	protein	PE1	0	+	0
ENSG00000111271	NX_Q6JQN1	ACAD10	ENSG00000111271.14	protein_coding	12	111686056	111757107	protein	PE1	0	+	0
ENSG00000111275	NX_P05091	ALDH2	ENSG00000111275.12	protein_coding	12	111766887	111817529	protein	PE1	0	+	0
ENSG00000111276	NX_P46527	CDKN1B	ENSG00000111276.10	protein_coding	12	12715058	12722371	protein	PE1	0	+	0
ENSG00000111291	NX_Q9NZD1	GPRC5D	ENSG00000111291.8	protein_coding	12	12940775	12952147	protein	PE1	0	-	0
ENSG00000111300	NX_Q14CX7	NAA25	ENSG00000111300.9	protein_coding	12	112026689	112109022	protein	PE1	0	-	0
ENSG00000111305	NX_Q2KHT4	GSG1	ENSG00000111305.18	protein_coding	12	13083560	13103683	protein	PE1	0	-	0
ENSG00000111319	NX_P37088	SCNN1A	ENSG00000111319.12	protein_coding	12	6346843	6377730	protein	PE1	0	-	0
ENSG00000111321	NX_P36941	LTBR	ENSG00000111321.10	protein_coding	12	6375045	6391571	protein	PE1	0	+	0
ENSG00000111325	NX_Q6N063	OGFOD2	ENSG00000111325.16	protein_coding	12	122974580	122980043	protein	PE1	0	+	0
ENSG00000111328	NX_O14519	CDK2AP1	ENSG00000111328.6	protein_coding	12	123260971	123272334	protein	PE1	0	-	0
ENSG00000111331	NX_Q9Y6K5	OAS3	ENSG00000111331.12	protein_coding	12	112938352	112973249	protein	PE1	0	+	0
ENSG00000111335	NX_P29728	OAS2	ENSG00000111335.12	protein_coding	12	112978395	113011723	protein	PE1	0	+	0
ENSG00000111339	NX_Q93070	ART4	ENSG00000111339.11	protein_coding	12	14825569	14843533	protein	PE1	0	-	0
ENSG00000111341	NX_P08493	MGP	ENSG00000111341.9	protein_coding	12	14881181	14885926	protein	PE1	0	-	0
ENSG00000111344	NX_O95294	RASAL1	ENSG00000111344.11	protein_coding	12	113098819	113136239	protein	PE1	0	-	0
ENSG00000111348	NX_P52566	ARHGDIB	ENSG00000111348.8	protein_coding	12	14942017	14961728	protein	PE1	0	-	0
ENSG00000111358	NX_Q13889	GTF2H3	ENSG00000111358.13	protein_coding	12	123633739	123662606	protein	PE1	0	+	0
ENSG00000111361	NX_Q14232	EIF2B1	ENSG00000111361.12	protein_coding	12	123620406	123633766	protein	PE1	0	-	0
ENSG00000111364	NX_Q8NHQ9	DDX55	ENSG00000111364.15	protein_coding	12	123602077	123620941	protein	PE1	0	+	0
ENSG00000111371	NX_Q9H2H9	SLC38A1	ENSG00000111371.15	protein_coding	12	46183063	46270017	protein	PE1	0	-	0
ENSG00000111404	NX_Q9H628	RERGL	ENSG00000111404.6	protein_coding	12	18080869	18320107	transcript	PE2	1	-	0
ENSG00000111405	NX_P21128	ENDOU	ENSG00000111405.8	protein_coding	12	47709734	47725567	protein	PE1	0	-	0
ENSG00000111412	NX_Q9H741	C12orf49	ENSG00000111412.5	protein_coding	12	116710185	116738070	protein	PE1	0	-	1
ENSG00000111424	NX_P11473	VDR	ENSG00000111424.10	protein_coding	12	47841537	47943048	protein	PE1	0	-	0
ENSG00000111432	NX_Q9ULW2	FZD10	ENSG00000111432.4	protein_coding	12	130162459	130165740	protein	PE1	0	+	0
ENSG00000111445	NX_P40937	RFC5	ENSG00000111445.13	protein_coding	12	118013588	118033130	protein	PE1	0	+	0
ENSG00000111450	NX_P32856	STX2	ENSG00000111450.13	protein_coding	12	130789600	130839266	protein	PE1	0	-	0
ENSG00000111452	NX_Q6QNK2	ADGRD1	ENSG00000111452.12	protein_coding	12	130953907	131141469	protein	PE1	0	+	0
ENSG00000111481	NX_P61923	COPZ1	ENSG00000111481.9	protein_coding	12	54301202	54351849	protein	PE1	0	+	0
ENSG00000111490	NX_Q9Y2I9	TBC1D30	ENSG00000111490.12	protein_coding	12	64781193	64881032	protein	PE1	0	+	0
ENSG00000111530	NX_Q86VP6	CAND1	ENSG00000111530.12	protein_coding	12	67269281	67319951	protein	PE1	0	+	0
ENSG00000111536	NX_Q9NPH9	IL26	ENSG00000111536.4	protein_coding	12	68201351	68225821	protein	PE1	0	-	0
ENSG00000111537	NX_P01579	IFNG	ENSG00000111537.4	protein_coding	12	68154768	68159747	protein	PE1	0	-	0
ENSG00000111540	NX_P61020	RAB5B	ENSG00000111540.15	protein_coding	12	55973913	55996683	protein	PE1	0	+	0
ENSG00000111554	NX_Q8TC05	MDM1	ENSG00000111554.14	protein_coding	12	68272443	68332381	protein	PE1	0	-	0
ENSG00000111581	NX_P57740	NUP107	ENSG00000111581.9	protein_coding	12	68686734	68745809	protein	PE1	0	+	0
ENSG00000111596	NX_Q9NZN8	CNOT2	ENSG00000111596.12	protein_coding	12	70242994	70354993	protein	PE1	0	+	0
ENSG00000111602	NX_Q9UNS1	TIMELESS	ENSG00000111602.11	protein_coding	12	56416373	56449403	protein	PE1	0	-	0
ENSG00000111605	NX_Q16630	CPSF6	ENSG00000111605.16	protein_coding	12	69239537	69274358	protein	PE1	0	+	0
ENSG00000111615	NX_Q13601	KRR1	ENSG00000111615.13	protein_coding	12	75490861	75511636	protein	PE1	0	-	0
ENSG00000111639	NX_Q4U2R6	MRPL51	ENSG00000111639.7	protein_coding	12	6491886	6493841	protein	PE1	0	-	0
ENSG00000111640	NX_P04406	GAPDH	ENSG00000111640.14	protein_coding	12	6533927	6538374	protein	PE1	0	+	0
ENSG00000111641	NX_P46087	NOP2	ENSG00000111641.11	protein_coding	12	6556863	6568691	protein	PE1	0	-	0
ENSG00000111642	NX_Q14839	CHD4	ENSG00000111642.15	protein_coding	12	6570082	6614524	protein	PE1	0	-	0
ENSG00000111644	NX_Q8NEB7	ACRBP	ENSG00000111644.7	protein_coding	12	6638075	6647460	protein	PE1	0	-	0
ENSG00000111647	NX_A0JNW5	UHRF1BP1L	ENSG00000111647.12	protein_coding	12	100028455	100142848	protein	PE1	0	-	0
ENSG00000111652	NX_Q9UBW8	COPS7A	ENSG00000111652.9	protein_coding	12	6723741	6731875	protein	PE1	0	+	0
ENSG00000111653	NX_Q9UNL4	ING4	ENSG00000111653.19	protein_coding	12	6650280	6663148	protein	PE1	0	-	0
ENSG00000111664	NX_P16520	GNB3	ENSG00000111664.10	protein_coding	12	6839954	6847393	protein	PE1	0	+	0
ENSG00000111665	NX_Q99618	CDCA3	ENSG00000111665.11	protein_coding	12	6844793	6852066	protein	PE1	0	-	0
ENSG00000111666	NX_Q8WUD6	CHPT1	ENSG00000111666.10	protein_coding	12	101696947	101744140	protein	PE1	0	+	0
ENSG00000111667	NX_P45974	USP5	ENSG00000111667.13	protein_coding	12	6852128	6866632	protein	PE1	0	+	0
ENSG00000111669	NX_P60174	TPI1	ENSG00000111669.14	protein_coding	12	6867119	6870948	protein	PE1	0	+	0
ENSG00000111670	NX_Q3T906	GNPTAB	ENSG00000111670.15	protein_coding	12	101745497	101830938	protein	PE1	0	-	0
ENSG00000111671	NX_Q99619	SPSB2	ENSG00000111671.9	protein_coding	12	6870935	6889358	protein	PE1	0	-	0
ENSG00000111674	NX_P09104	ENO2	ENSG00000111674.8	protein_coding	12	6913745	6923698	protein	PE1	0	+	0
ENSG00000111676	NX_P54259	ATN1	ENSG00000111676.14	protein_coding	12	6924463	6942321	protein	PE1	0	+	0
ENSG00000111678	NX_Q99622	C12orf57	ENSG00000111678.10	protein_coding	12	6942978	6946003	protein	PE1	0	+	0
ENSG00000111679	NX_P29350	PTPN6	ENSG00000111679.16	protein_coding	12	6946468	6961316	protein	PE1	0	+	0
ENSG00000111684	NX_Q6P1A2	LPCAT3	ENSG00000111684.10	protein_coding	12	6976186	7018510	protein	PE1	0	-	0
ENSG00000111696	NX_Q86UY8	NT5DC3	ENSG00000111696.11	protein_coding	12	103770453	103841197	protein	PE1	0	-	0
ENSG00000111700	NX_Q9NPD5	SLCO1B3	ENSG00000111700.12	protein_coding	12	20810702	20916911	protein	PE1	0	+	0
ENSG00000111701	NX_P41238	APOBEC1	ENSG00000111701.6	protein_coding	12	7649400	7665903	protein	PE1	0	-	0
ENSG00000111704	NX_Q9H9S0	NANOG	ENSG00000111704.10	protein_coding	12	7787794	7799141	protein	PE1	0	+	0
ENSG00000111707	NX_Q9H7L9	SUDS3	ENSG00000111707.11	protein_coding	12	118376380	118418031	protein	PE1	0	+	0
ENSG00000111711	NX_Q9Y3E0	GOLT1B	ENSG00000111711.9	protein_coding	12	21501781	21518408	protein	PE1	0	+	0
ENSG00000111713	NX_P54840	GYS2	ENSG00000111713.2	protein_coding	12	21536189	21604847	protein	PE1	0	-	0
ENSG00000111716	NX_P07195	LDHB	ENSG00000111716.12	protein_coding	12	21635342	21757857	protein	PE1	0	-	0
ENSG00000111725	NX_Q9Y478	PRKAB1	ENSG00000111725.10	protein_coding	12	119667753	119681630	protein	PE1	0	+	0
ENSG00000111726	NX_Q8NFW8	CMAS	ENSG00000111726.12	protein_coding	12	22046174	22065674	protein	PE1	0	+	0
ENSG00000111727	NX_Q9Y5Z7	HCFC2	ENSG00000111727.11	protein_coding	12	104064457	104106524	protein	PE1	0	+	0
ENSG00000111728	NX_Q92185	ST8SIA1	ENSG00000111728.10	protein_coding	12	22063773	22437041	protein	PE1	0	-	0
ENSG00000111729	NX_Q9UMR7	CLEC4A	ENSG00000111729.14	protein_coding	12	8123632	8138607	protein	PE1	0	+	0
ENSG00000111731	NX_Q86YS7	C2CD5	ENSG00000111731.12	protein_coding	12	22448583	22544546	protein	PE1	0	-	0
ENSG00000111732	NX_Q9GZX7	AICDA	ENSG00000111732.10	protein_coding	12	8602166	8612871	protein	PE1	0	-	0
ENSG00000111737	NX_Q15286	RAB35	ENSG00000111737.11	protein_coding	12	120095095	120117502	protein	PE1	0	-	0
ENSG00000111752	NX_P78364	PHC1	ENSG00000111752.10	protein_coding	12	8913896	8941467	protein	PE1	0	+	0
ENSG00000111775	NX_P12074	COX6A1	ENSG00000111775.2	protein_coding	12	120438090	120440742	protein	PE1	0	+	0
ENSG00000111783	NX_Q33E94	RFX4	ENSG00000111783.12	protein_coding	12	106582907	106762803	protein	PE1	0	+	0
ENSG00000111785	NX_Q9NVN3	RIC8B	ENSG00000111785.19	protein_coding	12	106774595	106889316	protein	PE1	0	+	0
ENSG00000111786	NX_Q13242	SRSF9	ENSG00000111786.8	protein_coding	12	120461668	120469793	protein	PE1	0	-	0
ENSG00000111788	NX_A8MPP1	DDX11L8	ENSG00000111788.10	unprocessed_pseudogene	12	9277235	9313241	protein	PE1	0	+	0
ENSG00000111790	NX_Q9NVK5	FGFR1OP2	ENSG00000111790.13	protein_coding	12	26938383	26966650	protein	PE1	0	+	0
ENSG00000111796	NX_Q12918	KLRB1	ENSG00000111796.3	protein_coding	12	9594551	9607886	protein	PE1	0	-	0
ENSG00000111799	NX_Q99715	COL12A1	ENSG00000111799.20	protein_coding	6	75084326	75206051	protein	PE1	0	-	0
ENSG00000111801	NX_O00478	BTN3A3	ENSG00000111801.15	protein_coding	6	26440472	26453415	protein	PE1	0	+	0
ENSG00000111802	NX_O95551	TDP2	ENSG00000111802.13	protein_coding	6	24649977	24667033	protein	PE1	0	-	0
ENSG00000111816	NX_P42685	FRK	ENSG00000111816.7	protein_coding	6	115931149	116060758	protein	PE1	0	-	0
ENSG00000111817	NX_Q9UL01	DSE	ENSG00000111817.17	protein_coding	6	116254173	116444860	protein	PE1	0	+	0
ENSG00000111832	NX_Q9H446	RWDD1	ENSG00000111832.12	protein_coding	6	116571367	116597675	protein	PE1	0	+	0
ENSG00000111834	NX_Q5TD94	RSPH4A	ENSG00000111834.12	protein_coding	6	116616479	116632985	protein	PE1	0	+	0
ENSG00000111837	NX_P20794	MAK	ENSG00000111837.11	protein_coding	6	10762723	10838555	protein	PE1	0	-	0
ENSG00000111843	NX_Q9P0S9	TMEM14C	ENSG00000111843.13	protein_coding	6	10722915	10731129	protein	PE1	0	+	0
ENSG00000111845	NX_Q9NWT1	PAK1IP1	ENSG00000111845.4	protein_coding	6	10694695	10709782	protein	PE1	0	+	0
ENSG00000111846	NX_Q8N0V5	GCNT2	ENSG00000111846.17	protein_coding	6	10492223	10629368	protein	PE1	0	+	0
ENSG00000111850	NX_Q96KF7	SMIM8	ENSG00000111850.10	protein_coding	6	87322583	87399749	protein	PE1	0	+	1
ENSG00000111859	NX_Q14511	NEDD9	ENSG00000111859.16	protein_coding	6	11183298	11382348	protein	PE1	0	-	0
ENSG00000111860	NX_Q5SZL2	CEP85L	ENSG00000111860.13	protein_coding	6	118460772	118710075	protein	PE1	0	-	1
ENSG00000111863	NX_Q96IZ2	ADTRP	ENSG00000111863.12	protein_coding	6	11712054	11807046	protein	PE1	0	-	0
ENSG00000111875	NX_Q9Y294	ASF1A	ENSG00000111875.7	protein_coding	6	118894220	118909167	protein	PE1	0	+	0
ENSG00000111877	NX_Q9NXL9	MCM9	ENSG00000111877.17	protein_coding	6	118813442	118935162	protein	PE1	0	-	0
ENSG00000111879	NX_Q8NB25	FAM184A	ENSG00000111879.18	protein_coding	6	118959763	119149387	protein	PE1	0	-	1
ENSG00000111880	NX_O60942	RNGTT	ENSG00000111880.15	protein_coding	6	88610272	88963721	protein	PE1	0	-	0
ENSG00000111885	NX_P33908	MAN1A1	ENSG00000111885.6	protein_coding	6	119177209	119349761	protein	PE1	0	-	0
ENSG00000111886	NX_P28476	GABRR2	ENSG00000111886.10	protein_coding	6	89257208	89315299	transcript	PE2	1	-	0
ENSG00000111897	NX_Q9NRX5	SERINC1	ENSG00000111897.6	protein_coding	6	122443354	122471822	protein	PE1	0	-	0
ENSG00000111906	NX_Q7Z4H3	HDDC2	ENSG00000111906.17	protein_coding	6	125219962	125302078	protein	PE1	0	-	0
ENSG00000111907	NX_Q16890	TPD52L1	ENSG00000111907.20	protein_coding	6	125119049	125264407	protein	PE1	0	+	0
ENSG00000111911	NX_Q9NQE9	HINT3	ENSG00000111911.6	protein_coding	6	125956781	125980244	protein	PE1	0	+	0
ENSG00000111912	NX_Q8NI08	NCOA7	ENSG00000111912.19	protein_coding	6	125781161	125932030	protein	PE1	0	+	0
ENSG00000111913	NX_Q9Y4F9	RIPOR2	ENSG00000111913.18	protein_coding	6	24804281	25042170	protein	PE1	0	-	0
ENSG00000111961	NX_O94885	SASH1	ENSG00000111961.17	protein_coding	6	148272304	148552050	protein	PE1	0	+	0
ENSG00000111962	NX_Q9Y2C2	UST	ENSG00000111962.7	protein_coding	6	148747328	149076990	protein	PE1	0	+	0
ENSG00000111981	NX_Q9BZM6	ULBP1	ENSG00000111981.4	protein_coding	6	149964007	149973710	protein	PE1	0	+	0
ENSG00000112029	NX_Q9UKT4	FBXO5	ENSG00000112029.9	protein_coding	6	152970519	152983579	protein	PE1	0	-	0
ENSG00000112031	NX_Q9UGC7	MTRF1L	ENSG00000112031.15	protein_coding	6	152987362	153002685	protein	PE1	0	-	0
ENSG00000112033	NX_Q03181	PPARD	ENSG00000112033.13	protein_coding	6	35342558	35428191	protein	PE1	0	+	0
ENSG00000112038	NX_P35372	OPRM1	ENSG00000112038.17	protein_coding	6	154010496	154246867	protein	PE1	0	+	0
ENSG00000112039	NX_Q9HB96	FANCE	ENSG00000112039.3	protein_coding	6	35452361	35467103	protein	PE1	0	+	0
ENSG00000112041	NX_O00294	TULP1	ENSG00000112041.12	protein_coding	6	35497874	35512938	protein	PE1	0	-	0
ENSG00000112053	NX_Q96RN1	SLC26A8	ENSG00000112053.13	protein_coding	6	35943514	36024868	protein	PE1	0	-	0
ENSG00000112062	NX_Q16539	MAPK14	ENSG00000112062.10	protein_coding	6	36027677	36111236	protein	PE1	0	+	0
ENSG00000112077	NX_Q02094	RHAG	ENSG00000112077.16	protein_coding	6	49605158	49636884	protein	PE1	0	-	0
ENSG00000112078	NX_Q7Z5Y7	KCTD20	ENSG00000112078.13	protein_coding	6	36442767	36491143	protein	PE1	0	+	0
ENSG00000112079	NX_Q15208	STK38	ENSG00000112079.8	protein_coding	6	36493892	36547470	protein	PE1	0	-	0
ENSG00000112081	NX_P84103	SRSF3	ENSG00000112081.16	protein_coding	6	36594353	36605600	protein	PE1	0	+	0
ENSG00000112096	NX_P04179	SOD2	ENSG00000112096.17	protein_coding	6	159669057	159745186	protein	PE1	0	-	0
ENSG00000112110	NX_Q9H0U6	MRPL18	ENSG00000112110.9	protein_coding	6	159789812	159798436	protein	PE1	0	+	0
ENSG00000112115	NX_Q16552	IL17A	ENSG00000112115.5	protein_coding	6	52186387	52190638	protein	PE1	0	+	0
ENSG00000112116	NX_Q96PD4	IL17F	ENSG00000112116.9	protein_coding	6	52236681	52244537	protein	PE1	0	-	0
ENSG00000112118	NX_P25205	MCM3	ENSG00000112118.18	protein_coding	6	52264009	52284881	protein	PE1	0	-	0
ENSG00000112130	NX_O76064	RNF8	ENSG00000112130.16	protein_coding	6	37353972	37394738	protein	PE1	0	+	0
ENSG00000112137	NX_Q9C0D0	PHACTR1	ENSG00000112137.17	protein_coding	6	12716805	13290484	protein	PE1	0	+	0
ENSG00000112139	NX_Q8NFP4	MDGA1	ENSG00000112139.14	protein_coding	6	37630679	37699306	protein	PE1	0	-	0
ENSG00000112144	NX_Q9UPZ9	ICK	ENSG00000112144.15	protein_coding	6	53001279	53061802	protein	PE1	0	-	0
ENSG00000112146	NX_Q9UK97	FBXO9	ENSG00000112146.16	protein_coding	6	53051991	53100873	protein	PE1	0	+	0
ENSG00000112149	NX_Q01151	CD83	ENSG00000112149.9	protein_coding	6	14117256	14136918	protein	PE1	0	+	0
ENSG00000112159	NX_Q9NU22	MDN1	ENSG00000112159.11	protein_coding	6	89642499	89819723	protein	PE1	0	-	0
